id,WELL,DEPTH,SP,GR,AC,label
9989,2,2468.5,71.77,152.72,292.1,2
13188,2,2868.38,61.01,152.32,218.72,0
13205,2,2870.5,61.21,132.27,215.94,0
13364,2,2890.38,61.74,168.43,242.88,2
10948,2,2588.38,61.03,149.43,226.78,0
3429,2,1648.5,61.07,131.09,244.23,0
27658,146,2236.22,31.79,119.96,229.72,1
15061,2,3102.5,57.93,176.81,206.77,0
22312,146,1285.55,38.51,94.47,309.52,0
4822,2,1822.63,63.82,143.77,257.35,0
28999,146,2474.57,46.77,137.28,219.72,1
10102,2,2482.63,68.22,121.06,210.64,0
10806,2,2570.63,66.9,181.11,267.42,2
28471,146,2380.69,40.7,114.61,223.1,2
23720,146,1535.79,54.17,150.7,279.58,1
18719,146,646.38,47.69,95.28,362.88,2
20901,146,1034.54,50.86,136.44,344.72,2
19076,146,710.08,47.39,104.62,371.44,0
17429,146,417.02,53.45,84.3,455.63,1
10253,2,2501.5,70.5,153.1,250.84,2
20709,146,1000.56,49.75,101.04,322.57,0
4334,2,1761.63,62.72,103.96,244.52,0
9207,2,2370.75,73.19,157.09,281.86,2
20462,146,956.51,41.35,98.08,343.36,0
14134,2,2986.63,61.93,176.71,250.49,2
4920,2,1834.88,64.3,178.72,340.52,2
25683,146,1885.09,50.27,166.99,283.07,2
11026,2,2598.13,63.11,155.34,254.96,2
20835,146,1022.81,51.43,171.65,411.34,2
30926,146,2817.17,476.4,10.0,235.71,2
3084,2,1605.38,62.36,132.72,283.05,2
18891,146,677.32,48.32,114.52,404.2,2
21490,146,1139.39,50.79,113.85,313.55,0
35801,298,2154.62,47.97,122.01,289.74,2
29847,146,2625.29,52.3,142.34,269.12,1
14753,2,3064.0,58.6,164.59,228.58,0
33514,298,1821.5,44.15,84.59,255.09,2
17893,146,499.47,52.42,84.09,390.92,2
27397,146,2189.89,53.88,129.46,294.36,2
35619,298,2128.12,47.85,124.34,280.49,2
22427,146,1305.97,51.75,110.09,307.22,0
28730,146,2426.87,11.6,93.57,248.3,1
34235,298,1926.12,43.42,102.67,203.73,0
5997,2,1969.5,62.32,148.75,284.97,2
36945,2010,1463.75,43.99,121.91,298.38,2
19469,146,779.73,48.17,110.4,432.7,0
11047,2,2600.75,62.38,165.39,261.13,0
18116,146,538.94,46.35,59.68,377.32,1
19895,146,855.78,39.68,102.08,349.21,2
1414,2,1396.63,61.39,156.1,368.09,2
27127,146,2141.73,53.39,117.83,266.68,2
29880,146,2631.24,51.37,126.39,236.56,1
19565,146,796.95,43.57,87.68,330.74,0
22680,146,1350.93,53.84,124.78,344.66,2
36022,298,2186.75,50.84,131.88,299.98,2
16618,2,3297.13,59.21,166.22,228.2,2
25851,146,1914.96,53.1,138.52,317.45,2
37704,2010,1574.5,50.16,169.7,336.8,2
28955,146,2466.65,21.88,95.14,249.4,1
16724,2,3310.38,59.73,161.06,234.22,2
22419,146,1304.59,48.09,94.06,286.47,0
22785,146,1369.67,53.86,110.01,314.66,0
29522,146,2567.69,52.84,155.53,265.36,1
4568,2,1790.88,62.82,207.02,270.46,2
12205,2,2745.5,58.24,96.03,191.7,0
9040,2,2349.88,75.79,160.54,264.76,2
5712,2,1933.88,58.56,169.12,368.7,2
14602,2,3045.13,60.45,190.46,248.43,2
29665,146,2592.99,52.66,166.56,240.99,2
3528,2,1660.88,61.51,143.65,311.14,2
12731,2,2811.25,61.24,173.76,244.63,2
28238,146,2339.24,54.11,170.97,269.01,2
17344,146,401.93,52.71,70.9,418.71,1
3798,2,1694.63,62.1,176.86,345.19,2
3272,2,1628.88,61.81,134.71,300.67,0
15089,2,3106.0,59.04,175.39,221.54,0
13548,2,2913.38,48.02,111.35,224.14,0
13734,2,2936.63,60.01,124.64,203.99,0
13018,2,2847.13,61.43,166.26,268.18,2
10338,2,2512.13,67.92,147.67,274.86,2
37193,2010,1499.88,44.31,124.28,307.96,2
16095,2,3231.75,58.28,168.14,203.17,0
10541,2,2537.5,69.19,157.69,272.87,2
24286,146,1636.52,39.27,120.33,294.3,1
142,2,1237.63,60.87,136.67,340.7,0
27791,146,2259.84,23.29,107.11,224.87,1
13472,2,2903.88,62.27,180.17,248.23,2
20398,146,945.24,46.31,126.2,317.58,2
7929,2,2211.0,71.2,153.17,283.73,0
25053,146,1773.07,46.87,105.85,264.17,1
21079,146,1066.09,52.16,101.78,284.3,0
24407,146,1658.01,48.89,135.44,308.89,2
11226,2,2623.13,53.08,98.8,206.48,0
34844,298,2015.0,45.62,152.54,347.16,2
32298,298,1643.88,47.15,120.1,264.05,0
30298,146,2705.61,49.59,190.1,250.93,2
35347,298,2088.5,48.82,105.75,245.53,2
30662,146,2770.23,54.74,170.58,234.57,2
31769,298,1567.0,39.84,84.73,291.41,0
24108,146,1604.98,33.69,92.49,284.59,1
9709,2,2433.5,73.7,178.86,303.06,2
1606,2,1420.63,62.73,143.2,327.52,2
14477,2,3029.5,61.45,170.07,236.82,2
35711,298,2141.5,50.29,116.56,283.99,2
21419,146,1126.74,52.09,107.75,290.13,0
9591,2,2418.75,55.23,86.71,248.59,0
28916,146,2459.64,43.87,140.88,220.3,2
5265,2,1878.0,60.91,146.65,306.93,0
37137,2010,1491.88,47.19,135.14,271.17,2
24060,146,1596.44,53.52,139.44,349.76,2
2192,2,1493.88,61.69,156.64,362.19,0
33400,298,1804.62,49.23,142.74,309.62,2
31423,298,1516.38,46.22,109.39,320.1,2
8748,2,2313.38,75.26,165.58,271.41,2
18296,146,570.94,49.92,106.41,410.49,2
54,2,1226.63,61.05,123.47,375.81,2
12318,2,2759.63,63.86,188.4,254.56,2
10761,2,2565.0,67.8,150.98,268.31,2
24211,146,1623.11,53.13,150.09,338.8,2
16623,2,3297.75,59.82,158.72,227.53,2
9050,2,2351.13,75.6,175.02,319.47,2
31252,298,1491.12,46.0,83.16,300.07,0
37152,2010,1494.0,45.45,130.5,333.19,2
21154,146,1079.65,51.4,114.94,349.14,2
5862,2,1952.63,61.4,135.26,265.49,0
10350,2,2513.63,68.61,168.1,263.16,2
33468,298,1814.75,40.19,59.1,279.51,0
25803,146,1906.42,52.76,130.57,283.66,1
17003,146,340.97,54.68,64.27,412.6,1
21723,146,1180.69,47.14,80.88,296.48,0
10396,2,2519.38,69.36,159.37,298.24,2
32750,298,1709.62,46.42,118.08,328.24,0
30572,146,2754.22,55.45,156.63,272.66,1
1599,2,1419.75,62.95,142.23,337.81,2
34877,298,2019.88,45.72,94.07,253.6,0
7232,2,2123.88,65.92,108.01,273.55,0
24511,146,1677.06,51.71,117.64,281.71,2
23295,146,1460.35,53.46,111.74,281.91,2
11868,2,2703.38,64.42,176.51,250.26,2
28518,146,2389.07,18.69,117.68,252.38,1
20046,146,882.45,49.84,140.57,397.93,2
22405,146,1302.0,52.24,139.62,328.95,2
27247,146,2163.22,44.54,83.66,234.43,1
5802,2,1945.13,60.1,139.83,287.81,0
24974,146,1759.05,51.0,117.13,294.29,2
2179,2,1492.25,60.84,196.3,398.3,2
29732,146,2604.87,52.85,145.14,229.32,1
4050,2,1726.13,61.37,147.81,306.37,2
26957,146,2111.55,48.11,98.85,238.74,1
1828,2,1448.38,60.29,146.88,352.27,2
6481,2,2030.0,61.39,145.49,287.92,2
32616,298,1690.38,47.12,113.67,302.18,2
3623,2,1672.75,59.16,143.04,342.29,0
1777,2,1442.0,61.71,133.31,350.95,0
3779,2,1692.25,61.97,133.79,332.13,2
19567,146,797.26,43.65,98.01,346.19,0
10415,2,2521.75,68.22,176.28,290.52,2
33763,298,1857.62,47.56,122.79,329.8,2
6725,2,2060.5,64.55,120.61,259.96,0
4880,2,1829.88,62.72,161.02,358.73,2
37258,2010,1509.38,38.0,62.85,299.34,0
26662,146,2058.98,51.79,159.15,332.49,2
16449,2,3276.0,58.97,171.58,213.92,1
17415,146,414.43,54.07,79.75,374.61,1
29381,146,2542.39,45.1,134.62,222.13,2
5334,2,1886.63,60.47,168.05,323.19,2
13495,2,2906.75,62.03,179.79,232.42,2
15718,2,3184.63,51.01,161.76,209.41,2
11147,2,2613.25,59.98,182.01,232.91,2
19503,146,785.83,40.96,98.99,370.86,0
4772,2,1816.38,61.49,201.61,366.71,2
25169,146,1793.65,50.29,96.79,242.74,1
1564,2,1415.38,60.62,133.79,345.96,0
1555,2,1414.25,59.68,154.95,363.8,2
4381,2,1767.5,63.85,127.94,280.41,2
17959,146,511.05,49.83,108.06,467.61,2
19950,146,865.38,48.2,91.38,298.79,0
2594,2,1544.13,59.67,137.24,355.8,0
13732,2,2936.38,60.01,124.68,197.73,0
30232,146,2693.72,46.91,134.69,202.7,1
13934,2,2961.63,59.69,146.23,216.43,0
19003,146,697.13,49.3,117.65,402.01,2
476,2,1279.38,58.17,138.46,365.87,0
7318,2,2134.63,67.5,144.09,270.42,2
24450,146,1665.63,51.97,117.68,283.49,2
19088,146,712.06,45.81,116.89,380.47,0
37676,2010,1570.38,51.17,172.0,322.67,2
22605,146,1337.67,41.76,74.66,282.17,0
27368,146,2184.55,54.6,124.97,291.59,2
25032,146,1769.26,48.28,83.29,243.52,1
34544,298,1971.12,46.98,122.71,238.11,0
29289,146,2525.93,50.25,137.98,202.11,1
12106,2,2733.13,47.01,138.35,221.14,0
10360,2,2514.88,69.49,151.72,289.95,2
170,2,1241.13,63.07,131.52,297.89,0
25209,146,1800.81,51.24,102.18,248.6,2
6457,2,2027.0,64.77,129.33,264.35,2
22685,146,1351.84,54.1,132.39,355.79,2
28114,146,2317.29,40.83,128.81,229.71,1
19122,146,718.31,38.31,69.82,344.16,0
16719,2,3309.75,59.64,149.44,233.1,2
7832,2,2198.88,70.36,145.22,268.96,0
37555,2010,1552.75,46.29,132.81,362.05,2
13323,2,2885.25,60.54,144.5,205.2,0
35301,298,2081.88,50.84,119.93,283.84,2
32358,298,1652.75,50.86,167.37,357.74,2
29447,146,2554.12,50.9,142.95,229.4,2
23459,146,1489.61,51.92,161.12,357.32,2
37659,2010,1567.88,50.78,182.5,361.81,2
26974,146,2114.6,32.57,59.16,236.44,1
34753,298,2001.5,47.18,115.49,251.88,1
14430,2,3023.63,59.92,162.05,208.74,2
26688,146,2063.7,35.04,86.16,236.63,1
31096,298,1468.38,46.76,107.49,283.56,2
26674,146,2061.26,44.47,112.64,254.93,1
7562,2,2165.13,69.02,115.66,240.36,0
1457,2,1402.0,59.64,144.88,373.64,2
10918,2,2584.63,62.24,137.26,220.07,2
27093,146,2135.78,49.25,122.99,262.86,2
3235,2,1624.25,58.04,155.2,325.94,2
28543,146,2393.49,27.13,155.86,242.81,2
19250,146,740.87,48.03,115.74,370.79,0
36099,298,2198.0,47.95,146.34,321.75,2
10489,2,2531.0,66.53,84.03,216.14,0
21796,146,1193.65,48.53,91.86,292.1,0
19458,146,777.75,46.69,104.11,369.37,0
5738,2,1937.13,58.71,169.65,311.01,2
25396,146,1834.03,52.31,130.8,311.33,2
16468,2,3278.38,55.57,130.36,197.75,1
33806,298,1864.0,44.87,175.07,335.58,2
2465,2,1528.0,62.14,135.99,349.99,0
36764,2010,1437.38,46.47,134.83,350.4,2
19062,146,707.49,47.64,96.04,330.08,0
26595,146,2047.09,53.44,126.24,251.54,2
8414,2,2271.63,75.46,166.37,357.5,0
13138,2,2862.13,62.17,183.79,251.97,2
10964,2,2590.38,62.31,168.69,247.01,2
25503,146,1852.93,38.11,85.45,265.97,1
19936,146,862.94,42.65,91.73,310.48,0
31473,298,1523.62,46.45,91.56,262.14,0
35993,298,2182.5,50.32,134.97,324.75,2
3400,2,1644.88,62.14,132.19,286.48,0
13771,2,2941.25,61.54,169.43,228.1,2
14863,2,3077.75,58.86,160.46,219.25,0
32853,298,1724.75,41.92,55.89,280.49,0
37563,2010,1553.88,47.57,142.77,372.16,2
33418,298,1807.25,48.96,116.05,284.23,2
34596,298,1978.62,49.19,134.32,265.39,2
11420,2,2647.38,59.83,184.96,231.71,2
1994,2,1469.13,62.14,132.56,319.08,0
22199,146,1265.43,53.2,112.1,313.2,2
14851,2,3076.25,58.37,178.42,222.36,0
35135,298,2057.5,48.59,117.3,283.43,2
2727,2,1560.75,62.67,154.57,303.1,2
37906,2010,1603.88,45.99,145.21,313.41,2
16676,2,3304.38,54.15,127.6,201.41,1
32377,298,1655.5,45.32,119.5,301.4,0
12921,2,2835.0,60.96,174.63,231.64,2
6284,2,2005.38,65.15,146.81,281.8,2
11575,2,2666.75,60.76,191.71,209.71,0
17463,146,422.96,52.54,90.78,459.01,1
31081,298,1466.25,47.64,116.38,332.44,2
1361,2,1390.0,63.23,131.89,314.77,2
15969,2,3216.0,44.53,88.52,183.13,1
34079,298,1903.62,40.76,64.34,290.17,0
2734,2,1561.63,62.87,144.71,308.47,2
36731,2010,1432.5,42.03,116.91,322.43,2
6330,2,2011.13,63.18,151.8,290.59,2
20606,146,982.27,48.7,89.11,293.69,0
23444,146,1486.87,53.77,119.72,350.75,2
17580,146,443.84,51.5,96.18,544.36,2
7923,2,2210.25,70.62,127.32,242.3,0
19251,146,741.17,47.41,107.6,394.94,0
37770,2010,1584.12,48.42,137.62,307.41,2
12666,2,2803.13,54.56,148.79,230.89,0
16832,146,310.8,55.31,63.32,489.45,1
632,2,1298.88,61.91,152.84,370.61,2
15437,2,3149.5,53.7,112.05,205.93,1
24346,146,1647.04,51.39,145.97,284.3,2
13381,2,2892.5,61.52,163.9,238.34,2
21613,146,1161.19,31.32,79.78,325.72,0
18685,146,640.28,45.48,91.29,372.05,2
17967,146,512.57,51.43,78.48,351.74,2
27717,146,2246.58,44.03,162.53,247.56,2
8604,2,2295.38,75.28,155.56,282.32,2
13743,2,2937.75,61.59,153.48,231.96,2
23228,146,1448.46,53.69,124.79,352.68,2
4075,2,1729.25,60.1,112.62,273.02,0
8518,2,2284.63,72.26,213.02,279.75,2
28388,146,2365.91,53.09,153.96,271.26,2
22019,146,1233.27,50.55,143.22,295.82,0
24783,146,1724.91,52.58,114.19,269.59,2
27240,146,2162.0,49.31,81.84,203.38,1
17060,146,351.18,55.13,89.81,454.38,2
21295,146,1104.49,51.39,97.49,318.38,2
13673,2,2929.0,61.96,168.28,238.54,2
13126,2,2860.63,61.75,172.61,236.97,2
23839,146,1556.97,53.88,153.94,340.97,1
27100,146,2137.0,52.19,110.71,247.74,2
19548,146,793.9,43.18,91.06,342.42,0
15639,2,3174.75,59.26,191.37,223.67,2
26343,146,2002.44,36.33,138.9,265.8,1
29336,146,2534.31,47.13,123.49,217.1,1
31441,298,1519.0,46.14,106.42,293.08,2
12681,2,2805.0,54.15,177.13,217.61,2
31854,298,1579.25,50.47,147.02,286.05,2
6991,2,2093.75,62.98,151.26,319.68,2
37399,2010,1530.0,45.01,127.19,340.01,2
29308,146,2529.43,53.17,169.19,282.91,2
2770,2,1566.13,61.55,127.99,298.94,0
12597,2,2794.5,64.06,158.09,242.54,2
15836,2,3199.38,58.45,148.73,196.04,0
10618,2,2547.13,67.81,142.97,278.57,2
8835,2,2324.25,73.68,155.95,245.17,2
26680,146,2062.33,36.87,111.42,256.37,1
22931,146,1395.58,53.73,119.76,313.83,2
25945,146,1931.57,50.67,141.13,237.42,2
10917,2,2584.5,62.35,137.61,217.46,2
36491,298,2255.25,51.69,117.25,306.97,1
9194,2,2369.13,73.95,154.76,271.2,2
14381,2,3017.5,46.69,144.04,195.32,1
33965,298,1887.25,47.77,121.43,313.23,0
26309,146,1996.34,40.04,136.62,252.54,1
15357,2,3139.5,56.12,164.02,202.93,0
32570,298,1683.75,33.07,62.56,334.09,0
26457,146,2022.7,52.59,141.24,288.99,1
3949,2,1713.5,41.05,81.88,268.52,0
11348,2,2638.38,60.63,141.12,194.66,0
36768,2010,1438.0,47.29,143.96,352.32,2
31810,298,1572.88,49.43,119.62,321.47,2
33587,298,1832.12,49.04,104.02,267.55,2
29601,146,2581.55,53.54,150.88,253.43,2
14078,2,2979.63,54.98,159.59,213.38,0
3586,2,1668.13,61.81,151.85,327.26,2
34043,298,1898.5,49.05,115.58,320.69,2
5857,2,1952.0,61.26,200.78,340.16,2
3670,2,1678.63,61.97,161.99,362.62,2
16751,2,3313.75,58.91,194.84,220.08,2
36285,298,2225.25,49.32,143.77,305.95,2
1783,2,1442.75,60.96,158.27,349.11,2
7700,2,2182.38,69.01,93.89,258.41,0
24818,146,1731.16,52.07,126.75,288.49,2
33145,298,1767.25,42.14,104.72,254.44,2
4081,2,1730.0,60.63,115.91,263.12,0
16771,2,3316.25,58.32,133.83,207.17,1
35817,298,2156.88,49.16,122.1,312.2,2
21468,146,1135.43,51.2,112.8,308.87,2
2064,2,1477.88,58.7,158.08,351.75,2
18108,146,537.41,50.31,81.97,370.32,2
24157,146,1613.66,39.35,94.51,258.2,1
33892,298,1876.5,43.33,128.49,321.45,2
32634,298,1693.0,47.16,116.78,327.36,2
2088,2,1480.88,60.48,147.74,287.87,0
105,2,1233.0,62.74,141.15,355.32,2
34643,298,1985.5,50.26,116.85,282.99,2
10344,2,2512.88,68.13,131.65,231.55,0
10294,2,2506.63,69.91,169.01,284.57,2
6734,2,2061.63,65.84,112.27,237.04,0
25500,146,1852.47,36.15,93.02,266.31,1
34402,298,1950.5,49.22,119.99,286.94,2
36167,298,2207.88,49.27,155.2,324.14,2
7065,2,2103.0,41.87,76.65,244.05,0
29634,146,2587.5,53.56,161.82,250.54,2
15769,2,3191.0,60.01,176.79,233.43,2
5186,2,1868.13,64.53,141.81,308.68,2
4560,2,1789.88,62.01,157.81,340.18,2
18009,146,519.89,45.38,58.87,410.4,1
31408,298,1514.0,48.68,98.89,287.96,2
24155,146,1613.2,42.69,108.59,246.72,1
33403,298,1805.12,48.99,129.99,304.97,0
17478,146,425.7,51.16,91.86,429.97,1
3318,2,1634.63,61.26,145.66,336.36,0
22970,146,1402.44,53.08,98.02,273.68,0
4000,2,1719.88,58.28,133.83,283.96,2
4986,2,1843.13,61.56,150.15,313.5,2
1527,2,1410.75,60.13,138.24,305.76,2
27143,146,2144.62,53.24,125.98,285.53,2
16062,2,3227.63,60.23,186.08,235.96,2
34572,298,1975.12,47.52,128.44,276.03,2
6573,2,2041.5,61.61,138.58,283.32,2
2034,2,1474.13,61.76,153.55,369.9,2
25064,146,1775.05,47.72,97.19,250.1,1
4524,2,1785.38,62.5,145.52,329.1,2
32158,298,1623.62,45.7,108.32,283.99,0
28555,146,2395.78,25.7,120.68,247.64,2
33510,298,1820.88,43.88,96.37,273.14,2
22496,146,1318.16,52.04,102.94,286.66,0
22090,146,1246.07,38.22,112.58,294.38,0
9818,2,2447.13,71.89,172.76,278.49,2
16647,2,3300.75,59.55,169.6,229.34,2
12285,2,2755.5,63.0,143.88,249.35,2
33757,298,1856.75,47.08,143.64,310.48,2
16283,2,3255.25,60.59,165.79,247.94,2
6621,2,2047.5,65.94,138.38,273.98,2
11109,2,2608.5,51.7,160.92,214.16,2
27353,146,2181.96,53.97,118.3,308.36,2
26417,146,2015.54,38.93,122.75,257.14,1
24074,146,1598.88,53.29,139.19,368.18,2
27203,146,2155.29,54.05,140.38,339.21,2
23271,146,1456.08,38.23,61.86,278.81,0
29494,146,2562.66,44.98,153.63,228.98,1
23718,146,1535.48,54.31,165.31,330.05,1
7611,2,2171.25,68.53,151.24,279.98,2
7224,2,2122.88,66.67,130.81,257.7,2
18332,146,577.34,44.25,83.06,400.81,2
21857,146,1204.47,52.49,136.0,357.19,2
16531,2,3286.25,59.56,170.79,235.96,2
16138,2,3237.13,56.43,126.72,194.99,0
18459,146,600.05,49.5,80.06,352.01,2
19127,146,719.23,41.25,98.46,343.76,0
3600,2,1669.88,60.81,160.55,343.24,2
21954,146,1221.69,52.18,133.23,319.73,2
37338,2010,1521.0,46.21,138.68,329.33,2
20513,146,965.66,50.02,130.13,354.16,2
20458,146,955.9,35.66,68.06,346.78,0
19061,146,707.34,47.61,95.2,314.51,0
19956,146,866.45,47.23,107.88,407.48,0
12113,2,2734.0,47.06,177.99,225.28,2
35439,298,2102.0,50.35,105.95,252.04,2
24072,146,1598.57,53.38,140.19,369.4,2
6782,2,2067.63,62.33,147.56,302.78,2
7588,2,2168.38,69.13,149.36,265.3,0
5647,2,1925.75,57.66,178.18,354.19,2
31,2,1223.75,48.87,116.15,315.55,2
19066,146,708.25,48.22,113.42,371.84,0
17034,146,346.46,51.16,81.01,452.77,1
33484,298,1817.0,37.05,80.64,283.38,0
6246,2,2000.63,67.35,112.07,238.3,0
22442,146,1308.71,51.53,123.82,310.76,0
1808,2,1445.88,61.31,153.61,373.77,2
6111,2,1983.75,68.06,118.02,228.38,0
30337,146,2712.47,50.86,193.37,246.69,2
7467,2,2153.25,69.35,152.13,275.2,2
11571,2,2666.25,60.02,138.13,193.21,2
3669,2,1678.5,61.96,159.91,350.68,2
19263,146,743.31,46.12,97.2,359.16,0
34767,298,2003.5,45.73,144.99,341.1,2
23464,146,1490.52,41.99,122.55,288.97,1
37063,2010,1481.0,46.88,127.3,297.65,2
36877,2010,1453.88,48.68,169.77,394.67,2
19056,146,706.43,48.14,118.36,395.28,0
28855,146,2448.97,52.71,127.09,266.59,2
7061,2,2102.5,41.9,75.0,250.36,0
30954,146,2822.19,476.4,10.0,221.53,1
30340,146,2713.08,50.44,201.06,263.64,2
8441,2,2275.0,74.24,241.15,328.75,2
35905,298,2169.62,48.94,129.76,281.04,2
10510,2,2533.63,70.79,150.32,253.79,2
11123,2,2610.25,53.1,145.24,210.69,0
29001,146,2474.88,48.65,160.67,233.11,1
35004,298,2038.38,46.05,122.34,322.45,2
10477,2,2529.5,63.96,67.21,225.07,0
3003,2,1595.25,60.78,144.86,333.38,2
1533,2,1411.5,59.28,132.62,352.45,2
6772,2,2066.38,63.05,137.67,277.6,2
30433,146,2729.53,44.49,173.53,222.3,2
198,2,1244.63,62.53,123.57,320.06,0
8817,2,2322.0,69.94,142.53,219.7,2
12047,2,2725.75,58.41,196.3,272.35,2
32442,298,1664.88,40.69,92.41,281.43,0
27598,146,2225.55,50.96,156.77,316.69,2
13671,2,2928.75,61.8,166.41,235.59,2
27646,146,2234.08,24.41,133.39,245.17,1
6024,2,1972.88,61.42,133.87,272.06,0
21090,146,1068.07,52.31,132.51,367.25,2
1158,2,1364.63,59.91,123.94,310.73,0
20528,146,968.4,50.82,90.01,296.88,2
18492,146,605.84,48.86,105.84,446.54,0
22854,146,1381.86,46.5,81.71,291.92,0
35230,298,2071.5,50.67,126.77,325.06,2
579,2,1292.25,58.95,114.41,291.81,0
19906,146,857.76,49.21,112.79,377.24,2
11200,2,2619.88,62.68,216.2,266.89,2
31689,298,1555.25,50.13,110.27,325.67,0
35008,298,2039.0,46.23,135.91,358.78,2
2126,2,1485.63,61.72,174.79,325.11,2
16311,2,3258.75,59.52,207.57,230.26,2
4914,2,1834.13,64.49,152.83,367.31,2
21755,146,1186.33,50.31,118.24,314.65,0
34764,298,2003.12,45.68,135.12,319.75,2
1018,2,1347.13,59.25,134.69,347.36,2
16206,2,3245.63,59.56,193.66,242.21,2
26386,146,2010.06,42.25,134.74,245.62,1
33370,298,1800.25,41.87,83.07,245.83,0
11416,2,2646.88,59.37,170.8,226.85,2
36003,298,2184.0,50.01,119.24,335.56,2
36622,298,2274.62,45.68,152.64,305.76,2
32375,298,1655.12,44.29,101.37,278.33,0
28213,146,2334.82,42.2,118.24,235.92,1
21256,146,1097.48,25.95,74.59,348.76,0
36173,298,2208.75,48.15,136.47,323.24,2
1799,2,1444.75,62.06,159.57,370.75,2
4471,2,1778.75,62.0,136.9,324.22,2
26533,146,2036.11,36.65,113.83,257.2,1
20336,146,934.11,50.45,146.72,410.09,2
18519,146,610.57,45.0,84.84,331.75,0
9719,2,2434.75,72.92,202.64,300.52,2
33405,298,1805.38,48.9,114.07,286.66,0
7591,2,2168.75,69.05,149.36,285.27,0
21322,146,1109.37,39.88,89.75,326.25,0
6052,2,1976.38,62.36,151.7,344.17,0
15697,2,3182.0,59.27,197.63,245.37,2
24119,146,1606.96,40.29,92.41,284.42,1
144,2,1237.88,60.76,134.27,315.4,0
4048,2,1725.88,60.35,142.71,298.84,2
37860,2010,1597.25,44.95,139.42,312.61,2
33159,298,1769.38,44.5,115.45,287.6,2
33184,298,1773.0,41.03,108.48,257.61,2
27215,146,2157.43,54.23,122.13,334.19,2
2733,2,1561.5,62.87,156.36,316.9,2
17015,146,343.1,52.81,63.81,424.92,1
15744,2,3187.88,59.62,177.78,230.46,2
35475,298,2107.12,47.97,125.46,298.18,2
28746,146,2429.76,19.73,89.79,247.25,1
29058,146,2484.93,49.64,185.47,243.5,2
16275,2,3254.25,60.51,166.13,249.47,2
19929,146,861.72,48.66,118.37,411.07,2
4481,2,1780.0,63.42,140.17,315.47,2
6252,2,2001.38,67.13,128.45,236.69,0
23990,146,1583.79,52.3,156.69,317.37,1
33240,298,1781.12,44.85,111.82,277.1,2
26298,146,1994.51,44.26,111.77,206.53,1
7151,2,2113.75,56.83,113.43,239.04,0
1923,2,1460.25,60.98,155.78,364.06,2
31320,298,1501.12,49.88,89.32,278.65,2
12437,2,2774.5,60.75,180.37,272.12,2
21710,146,1178.56,51.61,112.66,323.77,2
34953,298,2031.0,41.98,106.55,279.5,0
37120,2010,1489.25,51.8,169.51,320.06,2
23827,146,1554.84,53.45,142.0,301.62,1
26611,146,2049.98,51.98,130.57,260.83,2
5106,2,1858.13,62.7,143.77,301.64,0
33609,298,1835.25,49.04,125.88,303.8,2
23410,146,1480.92,53.73,140.97,344.67,2
37345,2010,1522.0,46.21,126.97,308.58,2
15064,2,3102.88,57.73,148.07,208.94,0
17807,146,484.23,50.83,116.02,460.82,2
16180,2,3242.38,59.42,141.06,230.48,2
18421,146,593.19,45.99,57.25,354.46,0
29703,146,2599.69,53.62,142.77,269.37,1
16076,2,3229.38,60.16,180.11,228.35,2
27161,146,2147.82,52.37,109.11,283.97,1
3425,2,1648.0,61.8,141.32,281.68,0
6528,2,2035.88,64.0,87.8,299.76,0
31540,298,1533.5,47.88,110.69,330.01,2
8539,2,2287.25,73.45,161.65,251.64,2
20393,146,944.32,48.85,182.98,412.85,2
36585,298,2269.12,48.43,153.2,296.76,2
36939,2010,1462.88,40.43,98.49,291.88,2
15138,2,3112.13,57.82,175.33,217.35,0
27475,146,2203.75,54.21,154.28,282.89,2
14572,2,3041.38,56.88,157.91,218.74,0
28283,146,2347.32,38.77,116.62,216.42,1
18513,146,609.5,47.44,104.77,331.71,2
14393,2,3019.0,52.73,170.59,208.11,2
8998,2,2344.63,74.63,123.37,220.28,0
16819,146,308.66,61.26,60.33,485.83,1
5912,2,1958.88,60.89,160.82,307.92,2
11079,2,2604.75,63.26,182.1,249.55,2
16798,146,304.85,62.95,70.37,401.22,1
12515,2,2784.25,62.04,158.55,263.42,2
33016,298,1748.5,49.67,105.61,262.74,2
23796,146,1549.5,54.09,132.82,352.86,2
26174,146,1972.26,46.42,132.84,244.09,1
8984,2,2342.88,76.18,210.68,338.43,2
13705,2,2933.0,62.18,214.0,240.86,2
6334,2,2011.63,62.76,149.2,315.42,2
32575,298,1684.38,34.31,60.58,329.52,0
13736,2,2936.88,60.26,128.16,208.68,0
31653,298,1550.0,50.83,107.74,331.61,0
28152,146,2324.15,53.2,166.59,263.44,2
24392,146,1655.42,42.24,92.23,266.49,1
30619,146,2762.45,54.28,151.39,287.73,2
22736,146,1360.83,53.74,102.37,295.29,0
27171,146,2149.65,52.18,101.57,240.27,1
14875,2,3079.25,58.42,153.42,209.49,0
11504,2,2657.88,62.26,182.79,219.36,2
36774,2010,1438.88,48.1,144.79,362.96,2
328,2,1260.88,59.26,143.84,359.61,0
5652,2,1926.38,58.09,209.31,352.78,2
33667,298,1843.75,49.16,122.48,310.12,2
14063,2,2977.75,57.15,151.18,207.61,2
31023,298,1457.62,47.79,121.61,364.46,2
32884,298,1729.25,44.48,80.67,276.61,2
